0.000336011 0.000788162,0.000131555 1.00079,1.00013 1.00099, ,0.0289609 10.0236,4.02876 9.98318,1.94809 2.00378, ,0.00627869 -0.0105083,4.00626 0.00323208,1.99596 2.99634, ,0.027486 -0.0104129,-0.036038 9.98939,4.99562 5.02125, ,1.00157 0.999534,5.99978 7.00102,2.00097 2.99983, ,-1.00508 -3.00941,-4.02198 -4.98382,0.0289132 0.981941, ,1.03303 2.97623,-4.06035 -4.96464,0.00966942 0.988085, ,
0.53944 0.252928,0.567301 1.25254,1.56691 1.22468, ,1.88353 9.64019,5.65156 8.29783,1.08283 1.43295, ,-0.81676 -1.03018,3.08031 -1.93176,1.80796 1.44184, ,-6.0443 2.15633,1.7552 8.41474,0.984657 1.38578, ,0.7905 1.32912,8.60027 1.41593,2.9613 1.86543, ,-1.58774 -1.98754,-5.10396 -2.78516,0.77398 1.39215, ,1.38412 1.47878,-7.90537 -0.166036,-0.770817 0.881925, ,
0.539402 0.252907,0.567299 1.25252,1.56691 1.22462, ,1.88364 9.6401,5.65163 8.29761,1.08266 1.43288, ,-0.816978 -1.03027,3.08006 -1.93199,1.80783 1.44164, ,-6.04426 2.1563,1.75528 8.41467,0.984694 1.38572, ,0.790578 1.32908,8.60035 1.41519,2.96143 1.8652, ,-1.58779 -1.98755,-5.10402 -2.78512,0.773958 1.39212, ,1.38409 1.47866,-7.90556 -0.165278,-0.77091 0.882005, ,
0.539364 0.252885,0.567298 1.25249,1.56691 1.22456, ,1.88375 9.64,5.65169 8.29738,1.08248 1.43281, ,-0.817195 -1.03037,3.07981 -1.93223,1.80771 1.44145, ,-6.04422 2.15628,1.75535 8.41461,0.98473 1.38566, ,0.790656 1.32905,8.60044 1.41445,2.96155 1.86497, ,-1.58785 -1.98755,-5.10408 -2.78509,0.773936 1.39209, ,1.38405 1.47853,-7.90575 -0.16452,-0.771002 0.882085, ,
0.539326 0.252863,0.567297 1.25247,1.56691 1.2245, ,1.88387 9.63991,5.65176 8.29716,1.08231 1.43274, ,-0.817413 -1.03046,3.07956 -1.93247,1.80758 1.44126, ,-6.04418 2.15625,1.75542 8.41454,0.984767 1.38559, ,0.790735 1.32901,8.60053 1.41371,2.96168 1.86473, ,-1.5879 -1.98755,-5.10415 -2.78506,0.773914 1.39207, ,1.38402 1.47841,-7.90594 -0.163762,-0.771094 0.882164, ,
0.539288 0.252842,0.567295 1.25245,1.5669 1.22444, ,1.88398 9.63981,5.65183 8.29693,1.08214 1.43268, ,-0.81763 -1.03055,3.07931 -1.93271,1.80746 1.44107, ,-6.04414 2.15623,1.7555 8.41447,0.984803 1.38553, ,0.790813 1.32897,8.60061 1.41297,2.96181 1.8645, ,-1.58796 -1.98756,-5.10421 -2.78503,0.773893 1.39204, ,1.38398 1.47828,-7.90613 -0.163005,-0.771187 0.882244, ,
0.53925 0.25282,0.567294 1.25243,1.5669 1.22438, ,1.88409 9.63971,5.65189 8.2967,1.08197 1.43261, ,-0.817847 -1.03065,3.07905 -1.93295,1.80733 1.44088, ,-6.0441 2.1562,1.75557 8.41441,0.98484 1.38547, ,0.790891 1.32894,8.6007 1.41224,2.96193 1.86427, ,-1.58801 -1.98756,-5.10427 -2.785,0.773871 1.39201, ,1.38394 1.47816,-7.90632 -0.162247,-0.771279 0.882324, ,
0.539212 0.252798,0.567293 1.2524,1.5669 1.22432, ,1.8842 9.63962,5.65196 8.29648,1.0818 1.43254, ,-0.818065 -1.03074,3.0788 -1.93319,1.80721 1.44069, ,-6.04406 2.15617,1.75564 8.41434,0.984876 1.38541, ,0.790969 1.3289,8.60078 1.4115,2.96206 1.86404, ,-1.58807 -1.98756,-5.10433 -2.78497,0.773849 1.39199, ,1.38391 1.47803,-7.90652 -0.161489,-0.771371 0.882404, ,
0.539174 0.252776,0.567291 1.25238,1.5669 1.22426, ,1.88432 9.63952,5.65202 8.29625,1.08162 1.43247, ,-0.818282 -1.03083,3.07855 -1.93343,1.80708 1.44049, ,-6.04402 2.15615,1.75572 8.41427,0.984912 1.38534, ,0.791048 1.32886,8.60087 1.41076,2.96218 1.86381, ,-1.58812 -1.98757,-5.1044 -2.78494,0.773827 1.39196, ,1.38387 1.47791,-7.90671 -0.160732,-0.771463 0.882483, ,
0.539136 0.252755,0.56729 1.25236,1.56689 1.2242, ,1.88443 9.63943,5.65209 8.29602,1.08145 1.4324, ,-0.8185 -1.03093,3.0783 -1.93367,1.80696 1.4403, ,-6.04398 2.15612,1.75579 8.41421,0.984949 1.38528, ,0.791126 1.32883,8.60095 1.41002,2.96231 1.86357, ,-1.58818 -1.98757,-5.10446 -2.78491,0.773805 1.39194, ,1.38384 1.47778,-7.9069 -0.159974,-0.771555 0.882563, ,
0.539098 0.252733,0.567288 1.25234,1.56689 1.22414, ,1.88454 9.63933,5.65216 8.2958,1.08128 1.43233, ,-0.818717 -1.03102,3.07805 -1.93391,1.80683 1.44011, ,-6.04394 2.1561,1.75587 8.41414,0.984985 1.38522, ,0.791204 1.32879,8.60104 1.40928,2.96244 1.86334, ,-1.58823 -1.98757,-5.10452 -2.78487,0.773783 1.39191, ,1.3838 1.47765,-7.90709 -0.159217,-0.771647 0.882643, ,
0.53906 0.252711,0.567287 1.25231,1.56689 1.22409, ,1.88465 9.63923,5.65222 8.29557,1.08111 1.43227, ,-0.818935 -1.03111,3.0778 -1.93415,1.80671 1.43992, ,-6.0439 2.15607,1.75594 8.41407,0.985021 1.38515, ,0.791282 1.32875,8.60112 1.40854,2.96256 1.86311, ,-1.58829 -1.98757,-5.10459 -2.78484,0.773761 1.39188, ,1.38377 1.47753,-7.90728 -0.158459,-0.77174 0.882722, ,
0.539022 0.252689,0.567285 1.25229,1.56689 1.22403, ,1.88477 9.63914,5.65229 8.29534,1.08094 1.4322, ,-0.819152 -1.03121,3.07755 -1.93439,1.80658 1.43973, ,-6.04386 2.15605,1.75601 8.414,0.985056 1.38509, ,0.79136 1.32872,8.60121 1.4078,2.96269 1.86288, ,-1.58834 -1.98758,-5.10465 -2.78481,0.77374 1.39186, ,1.38373 1.4774,-7.90747 -0.157702,-0.771832 0.882802, ,
0.538983 0.252667,0.567284 1.25227,1.56688 1.22397, ,1.88488 9.63904,5.65235 8.29511,1.08076 1.43213, ,-0.81937 -1.0313,3.0773 -1.93463,1.80646 1.43954, ,-6.04382 2.15603,1.75609 8.41394,0.985092 1.38503, ,0.791438 1.32868,8.60129 1.40706,2.96282 1.86265, ,-1.5884 -1.98758,-5.10471 -2.78478,0.773718 1.39183, ,1.38369 1.47728,-7.90766 -0.156945,-0.771924 0.882881, ,
0.538945 0.252645,0.567282 1.25224,1.56688 1.22391, ,1.88499 9.63895,5.65242 8.29489,1.08059 1.43206, ,-0.819587 -1.03139,3.07704 -1.93487,1.80634 1.43934, ,-6.04378 2.156,1.75616 8.41387,0.985128 1.38497, ,0.791517 1.32864,8.60138 1.40633,2.96294 1.86241, ,-1.58845 -1.98758,-5.10477 -2.78475,0.773696 1.3918, ,1.38366 1.47715,-7.90785 -0.156188,-0.772016 0.882961, ,
0.538907 0.252623,0.567281 1.25222,1.56688 1.22385, ,1.88511 9.63885,5.65249 8.29466,1.08042 1.43199, ,-0.819805 -1.03148,3.07679 -1.93511,1.80621 1.43915, ,-6.04374 2.15598,1.75624 8.4138,0.985164 1.3849, ,0.791595 1.3286,8.60146 1.40559,2.96307 1.86218, ,-1.58851 -1.98759,-5.10484 -2.78472,0.773674 1.39178, ,1.38362 1.47703,-7.90804 -0.15543,-0.772108 0.883041, ,
0.538868 0.252601,0.567279 1.2522,1.56688 1.22379, ,1.88522 9.63875,5.65255 8.29443,1.08024 1.43193, ,-0.820022 -1.03158,3.07654 -1.93535,1.80609 1.43896, ,-6.0437 2.15595,1.75631 8.41374,0.985199 1.38484, ,0.791673 1.32857,8.60155 1.40485,2.96319 1.86195, ,-1.58856 -1.98759,-5.1049 -2.78469,0.773652 1.39175, ,1.38359 1.4769,-7.90823 -0.154673,-0.7722 0.88312, ,
0.53883 0.252578,0.567278 1.25217,1.56687 1.22373, ,1.88534 9.63866,5.65262 8.2942,1.08007 1.43186, ,-0.82024 -1.03167,3.07629 -1.93559,1.80596 1.43877, ,-6.04366 2.15593,1.75639 8.41367,0.985234 1.38478, ,0.791751 1.32853,8.60163 1.40411,2.96332 1.86172, ,-1.58862 -1.98759,-5.10496 -2.78465,0.77363 1.39172, ,1.38355 1.47678,-7.90842 -0.153916,-0.772292 0.883199, ,
0.538791 0.252556,0.567276 1.25215,1.56687 1.22367, ,1.88545 9.63856,5.65269 8.29398,1.0799 1.43179, ,-0.820457 -1.03176,3.07604 -1.93583,1.80584 1.43858, ,-6.04362 2.1559,1.75646 8.4136,0.98527 1.38471, ,0.791829 1.32849,8.60172 1.40338,2.96345 1.86149, ,-1.58867 -1.9876,-5.10503 -2.78462,0.773609 1.3917, ,1.38352 1.47665,-7.90861 -0.153159,-0.772384 0.883279, ,
0.538753 0.252534,0.567275 1.25213,1.56687 1.22361, ,1.88556 9.63846,5.65276 8.29375,1.07972 1.43172, ,-0.820675 -1.03185,3.07579 -1.93606,1.80571 1.43839, ,-6.04358 2.15588,1.75654 8.41353,0.985305 1.38465, ,0.791907 1.32845,8.6018 1.40264,2.96357 1.86125, ,-1.58873 -1.9876,-5.10509 -2.78459,0.773587 1.39167, ,1.38348 1.47653,-7.90881 -0.152402,-0.772476 0.883358, ,
0.538714 0.252512,0.567273 1.2521,1.56687 1.22355, ,1.88568 9.63837,5.65282 8.29352,1.07955 1.43165, ,-0.820892 -1.03194,3.07553 -1.9363,1.80559 1.43819, ,-6.04354 2.15586,1.75661 8.41346,0.98534 1.38459, ,0.791985 1.32842,8.60189 1.4019,2.9637 1.86102, ,-1.58878 -1.9876,-5.10515 -2.78456,0.773565 1.39164, ,1.38345 1.4764,-7.909 -0.151646,-0.772568 0.883438, ,
0.538676 0.252489,0.567271 1.25208,1.56686 1.22348, ,1.88579 9.63827,5.65289 8.29329,1.07938 1.43159, ,-0.82111 -1.03204,3.07528 -1.93654,1.80547 1.438, ,-6.0435 2.15583,1.75669 8.4134,0.985375 1.38452, ,0.792063 1.32838,8.60197 1.40116,2.96382 1.86079, ,-1.58884 -1.98761,-5.10522 -2.78453,0.773543 1.39162, ,1.38341 1.47628,-7.90919 -0.150889,-0.772659 0.883517, ,
0.538637 0.252467,0.56727 1.25206,1.56686 1.22342, ,1.88591 9.63818,5.65296 8.29306,1.0792 1.43152, ,-0.821327 -1.03213,3.07503 -1.93678,1.80534 1.43781, ,-6.04346 2.15581,1.75676 8.41333,0.98541 1.38446, ,0.792141 1.32834,8.60206 1.40043,2.96395 1.86056, ,-1.58889 -1.98761,-5.10528 -2.78449,0.773521 1.39159, ,1.38337 1.47615,-7.90938 -0.150132,-0.772751 0.883596, ,
0.538599 0.252445,0.567268 1.25203,1.56686 1.22336, ,1.88602 9.63808,5.65302 8.29283,1.07903 1.43145, ,-0.821545 -1.03222,3.07478 -1.93702,1.80522 1.43762, ,-6.04342 2.15579,1.75684 8.41326,0.985445 1.38439, ,0.792219 1.3283,8.60214 1.39969,2.96407 1.86032, ,-1.58895 -1.98761,-5.10534 -2.78446,0.7735 1.39156, ,1.38334 1.47603,-7.90957 -0.149375,-0.772843 0.883676, ,
0.53856 0.252422,0.567267 1.25201,1.56685 1.2233, ,1.88614 9.63798,5.65309 8.29261,1.07886 1.43138, ,-0.821762 -1.03231,3.07453 -1.93726,1.80509 1.43743, ,-6.04338 2.15576,1.75691 8.41319,0.98548 1.38433, ,0.792298 1.32827,8.60223 1.39895,2.9642 1.86009, ,-1.58901 -1.98762,-5.10541 -2.78443,0.773478 1.39154, ,1.3833 1.4759,-7.90976 -0.148619,-0.772935 0.883755, ,
0.538521 0.2524,0.567265 1.25199,1.56685 1.22324, ,1.88625 9.63789,5.65316 8.29238,1.07868 1.43132, ,-0.82198 -1.0324,3.07427 -1.9375,1.80497 1.43724, ,-6.04334 2.15574,1.75699 8.41312,0.985514 1.38427, ,0.792376 1.32823,8.60231 1.39822,2.96433 1.85986, ,-1.58906 -1.98762,-5.10547 -2.7844,0.773456 1.39151, ,1.38327 1.47578,-7.90995 -0.147862,-0.773027 0.883834, ,
0.538483 0.252377,0.567263 1.25196,1.56685 1.22318, ,1.88637 9.63779,5.65323 8.29215,1.07851 1.43125, ,-0.822197 -1.0325,3.07402 -1.93774,1.80485 1.43705, ,-6.0433 2.15572,1.75706 8.41306,0.985549 1.3842, ,0.792454 1.32819,8.6024 1.39748,2.96445 1.85963, ,-1.58912 -1.98762,-5.10554 -2.78437,0.773434 1.39148, ,1.38323 1.47565,-7.91013 -0.147105,-0.773119 0.883913, ,
0.538444 0.252355,0.567262 1.25194,1.56685 1.22312, ,1.88648 9.6377,5.6533 8.29192,1.07833 1.43118, ,-0.822415 -1.03259,3.07377 -1.93798,1.80472 1.43685, ,-6.04326 2.15569,1.75714 8.41299,0.985583 1.38414, ,0.792532 1.32815,8.60248 1.39675,2.96458 1.8594, ,-1.58917 -1.98763,-5.1056 -2.78433,0.773413 1.39146, ,1.3832 1.47552,-7.91032 -0.146349,-0.77321 0.883992, ,
0.538405 0.252332,0.56726 1.25192,1.56684 1.22306, ,1.8866 9.6376,5.65336 8.29169,1.07816 1.43111, ,-0.822632 -1.03268,3.07352 -1.93822,1.8046 1.43666, ,-6.04323 2.15567,1.75721 8.41292,0.985618 1.38408, ,0.79261 1.32811,8.60256 1.39601,2.9647 1.85916, ,-1.58923 -1.98763,-5.10566 -2.7843,0.773391 1.39143, ,1.38316 1.4754,-7.91051 -0.145592,-0.773302 0.884071, ,
0.538366 0.252309,0.567258 1.25189,1.56684 1.223, ,1.88671 9.6375,5.65343 8.29146,1.07799 1.43105, ,-0.82285 -1.03277,3.07327 -1.93846,1.80448 1.43647, ,-6.04319 2.15565,1.75729 8.41285,0.985652 1.38401, ,0.792688 1.32808,8.60265 1.39528,2.96483 1.85893, ,-1.58928 -1.98763,-5.10573 -2.78427,0.773369 1.3914, ,1.38313 1.47527,-7.9107 -0.144836,-0.773394 0.884151, ,
0.538327 0.252287,0.567256 1.25187,1.56684 1.22294, ,1.88683 9.63741,5.6535 8.29123,1.07781 1.43098, ,-0.823067 -1.03286,3.07301 -1.9387,1.80435 1.43628, ,-6.04315 2.15562,1.75736 8.41278,0.985686 1.38395, ,0.792766 1.32804,8.60273 1.39454,2.96495 1.8587, ,-1.58934 -1.98763,-5.10579 -2.78424,0.773347 1.39138, ,1.38309 1.47515,-7.91089 -0.14408,-0.773485 0.88423, ,
0.538288 0.252264,0.567255 1.25184,1.56684 1.22288, ,1.88694 9.63731,5.65357 8.291,1.07764 1.43091, ,-0.823285 -1.03295,3.07276 -1.93894,1.80423 1.43609, ,-6.04311 2.1556,1.75744 8.41271,0.98572 1.38388, ,0.792844 1.328,8.60282 1.3938,2.96508 1.85847, ,-1.5894 -1.98764,-5.10585 -2.7842,0.773325 1.39135, ,1.38305 1.47502,-7.91108 -0.143323,-0.773577 0.884309, ,
0.538249 0.252241,0.567253 1.25182,1.56683 1.22282, ,1.88706 9.63722,5.65364 8.29077,1.07746 1.43084, ,-0.823503 -1.03305,3.07251 -1.93918,1.80411 1.4359, ,-6.04307 2.15558,1.75752 8.41264,0.985754 1.38382, ,0.792922 1.32796,8.6029 1.39307,2.9652 1.85824, ,-1.58945 -1.98764,-5.10592 -2.78417,0.773304 1.39132, ,1.38302 1.4749,-7.91127 -0.142567,-0.773669 0.884388, ,
0.53821 0.252218,0.567251 1.2518,1.56683 1.22276, ,1.88718 9.63712,5.6537 8.29054,1.07729 1.43078, ,-0.82372 -1.03314,3.07226 -1.93942,1.80398 1.4357, ,-6.04303 2.15556,1.75759 8.41258,0.985788 1.38375, ,0.792999 1.32792,8.60298 1.39233,2.96533 1.858, ,-1.58951 -1.98764,-5.10598 -2.78414,0.773282 1.39129, ,1.38298 1.47477,-7.91146 -0.141811,-0.77376 0.884467, ,
0.538171 0.252195,0.567249 1.25177,1.56683 1.22269, ,1.88729 9.63702,5.65377 8.29031,1.07711 1.43071, ,-0.823938 -1.03323,3.07201 -1.93966,1.80386 1.43551, ,-6.04299 2.15554,1.75767 8.41251,0.985822 1.38369, ,0.793077 1.32789,8.60307 1.3916,2.96545 1.85777, ,-1.58956 -1.98765,-5.10605 -2.78411,0.77326 1.39127, ,1.38295 1.47465,-7.91165 -0.141055,-0.773852 0.884546, ,
0.538132 0.252173,0.567248 1.25175,1.56682 1.22263, ,1.88741 9.63693,5.65384 8.29008,1.07694 1.43064, ,-0.824155 -1.03332,3.07175 -1.9399,1.80374 1.43532, ,-6.04296 2.15551,1.75774 8.41244,0.985856 1.38363, ,0.793155 1.32785,8.60315 1.39087,2.96558 1.85754, ,-1.58962 -1.98765,-5.10611 -2.78407,0.773239 1.39124, ,1.38291 1.47452,-7.91184 -0.140299,-0.773944 0.884625, ,
0.538093 0.25215,0.567246 1.25172,1.56682 1.22257, ,1.88753 9.63683,5.65391 8.28985,1.07676 1.43057, ,-0.824373 -1.03341,3.0715 -1.94014,1.80361 1.43513, ,-6.04292 2.15549,1.75782 8.41237,0.985889 1.38356, ,0.793233 1.32781,8.60323 1.39013,2.9657 1.85731, ,-1.58968 -1.98765,-5.10618 -2.78404,0.773217 1.39121, ,1.38288 1.47439,-7.91203 -0.139543,-0.774035 0.884704, ,
0.538054 0.252127,0.567244 1.2517,1.56682 1.22251, ,1.88764 9.63674,5.65398 8.28962,1.07659 1.43051, ,-0.824591 -1.0335,3.07125 -1.94038,1.80349 1.43494, ,-6.04288 2.15547,1.7579 8.4123,0.985923 1.3835, ,0.793311 1.32777,8.60332 1.3894,2.96583 1.85708, ,-1.58973 -1.98766,-5.10624 -2.78401,0.773195 1.39118, ,1.38284 1.47427,-7.91222 -0.138787,-0.774127 0.884782, ,
0.538015 0.252104,0.567242 1.25168,1.56681 1.22245, ,1.88776 9.63664,5.65405 8.28939,1.07641 1.43044, ,-0.824808 -1.03359,3.071 -1.94062,1.80337 1.43475, ,-6.04284 2.15545,1.75797 8.41223,0.985956 1.38343, ,0.793389 1.32773,8.6034 1.38866,2.96595 1.85684, ,-1.58979 -1.98766,-5.1063 -2.78398,0.773173 1.39116, ,1.3828 1.47414,-7.9124 -0.138031,-0.774218 0.884861, ,
0.537976 0.252081,0.56724 1.25165,1.56681 1.22239, ,1.88788 9.63654,5.65412 8.28916,1.07624 1.43037, ,-0.825026 -1.03368,3.07074 -1.94086,1.80324 1.43456, ,-6.0428 2.15543,1.75805 8.41216,0.98599 1.38337, ,0.793467 1.32769,8.60348 1.38793,2.96608 1.85661, ,-1.58985 -1.98766,-5.10637 -2.78394,0.773152 1.39113, ,1.38277 1.47402,-7.91259 -0.137275,-0.77431 0.88494, ,
0.537936 0.252058,0.567238 1.25163,1.56681 1.22233, ,1.88799 9.63645,5.65419 8.28893,1.07606 1.43031, ,-0.825243 -1.03377,3.07049 -1.9411,1.80312 1.43436, ,-6.04276 2.15541,1.75813 8.41209,0.986023 1.3833, ,0.793545 1.32765,8.60357 1.3872,2.9662 1.85638, ,-1.5899 -1.98767,-5.10643 -2.78391,0.77313 1.3911, ,1.38273 1.47389,-7.91278 -0.136519,-0.774401 0.885019, ,
0.537897 0.252034,0.567237 1.2516,1.56681 1.22226, ,1.88811 9.63635,5.65426 8.2887,1.07588 1.43024, ,-0.825461 -1.03386,3.07024 -1.94134,1.803 1.43417, ,-6.04273 2.15538,1.7582 8.41202,0.986056 1.38324, ,0.793623 1.32761,8.60365 1.38646,2.96633 1.85615, ,-1.58996 -1.98767,-5.1065 -2.78388,0.773108 1.39108, ,1.3827 1.47377,-7.91297 -0.135763,-0.774492 0.885098, ,
0.537858 0.252011,0.567235 1.25158,1.5668 1.2222, ,1.88823 9.63626,5.65432 8.28847,1.07571 1.43017, ,-0.825679 -1.03396,3.06999 -1.94158,1.80287 1.43398, ,-6.04269 2.15536,1.75828 8.41195,0.986089 1.38317, ,0.793701 1.32758,8.60373 1.38573,2.96645 1.85592, ,-1.59001 -1.98767,-5.10656 -2.78384,0.773086 1.39105, ,1.38266 1.47364,-7.91316 -0.135007,-0.774584 0.885176, ,
0.537818 0.251988,0.567233 1.25156,1.5668 1.22214, ,1.88835 9.63616,5.65439 8.28824,1.07553 1.43011, ,-0.825896 -1.03405,3.06973 -1.94182,1.80275 1.43379, ,-6.04265 2.15534,1.75836 8.41188,0.986122 1.38311, ,0.793779 1.32754,8.60382 1.385,2.96658 1.85568, ,-1.59007 -1.98768,-5.10663 -2.78381,0.773065 1.39102, ,1.38263 1.47351,-7.91335 -0.134251,-0.774675 0.885255, ,
0.537779 0.251965,0.567231 1.25153,1.5668 1.22208, ,1.88846 9.63606,5.65446 8.28801,1.07536 1.43004, ,-0.826114 -1.03414,3.06948 -1.94206,1.80263 1.4336, ,-6.04261 2.15532,1.75843 8.41181,0.986155 1.38304, ,0.793856 1.3275,8.6039 1.38426,2.9667 1.85545, ,-1.59013 -1.98768,-5.10669 -2.78378,0.773043 1.39099, ,1.38259 1.47339,-7.91353 -0.133496,-0.774767 0.885334, ,
0.537739 0.251942,0.567229 1.25151,1.56679 1.22202, ,1.88858 9.63597,5.65453 8.28778,1.07518 1.42997, ,-0.826332 -1.03423,3.06923 -1.9423,1.80251 1.43341, ,-6.04258 2.1553,1.75851 8.41174,0.986188 1.38298, ,0.793934 1.32746,8.60398 1.38353,2.96683 1.85522, ,-1.59018 -1.98768,-5.10676 -2.78375,0.773021 1.39097, ,1.38256 1.47326,-7.91372 -0.13274,-0.774858 0.885412, ,
0.5377 0.251918,0.567227 1.25148,1.56679 1.22196, ,1.8887 9.63587,5.6546 8.28755,1.075 1.4299, ,-0.826549 -1.03432,3.06898 -1.94254,1.80238 1.43321, ,-6.04254 2.15528,1.75859 8.41167,0.986221 1.38291, ,0.794012 1.32742,8.60407 1.3828,2.96695 1.85499, ,-1.59024 -1.98769,-5.10682 -2.78371,0.773 1.39094, ,1.38252 1.47314,-7.91391 -0.131984,-0.774949 0.885491, ,
0.53766 0.251895,0.567225 1.25146,1.56679 1.22189, ,1.88882 9.63578,5.65467 8.28732,1.07483 1.42984, ,-0.826767 -1.03441,3.06872 -1.94278,1.80226 1.43302, ,-6.0425 2.15526,1.75866 8.4116,0.986253 1.38285, ,0.79409 1.32738,8.60415 1.38206,2.96708 1.85476, ,-1.5903 -1.98769,-5.10689 -2.78368,0.772978 1.39091, ,1.38248 1.47301,-7.9141 -0.131229,-0.775041 0.88557, ,
0.537621 0.251871,0.567223 1.25143,1.56678 1.22183, ,1.88894 9.63568,5.65474 8.28709,1.07465 1.42977, ,-0.826985 -1.0345,3.06847 -1.94302,1.80214 1.43283, ,-6.04246 2.15524,1.75874 8.41153,0.986286 1.38278, ,0.794168 1.32734,8.60423 1.38133,2.9672 1.85452, ,-1.59035 -1.98769,-5.10695 -2.78365,0.772956 1.39088, ,1.38245 1.47288,-7.91428 -0.130473,-0.775132 0.885648, ,
0.537581 0.251848,0.567221 1.25141,1.56678 1.22177, ,1.88906 9.63558,5.65481 8.28685,1.07447 1.4297, ,-0.827202 -1.03459,3.06822 -1.94326,1.80201 1.43264, ,-6.04243 2.15522,1.75882 8.41146,0.986318 1.38272, ,0.794246 1.3273,8.60431 1.3806,2.96733 1.85429, ,-1.59041 -1.9877,-5.10702 -2.78361,0.772935 1.39085, ,1.38241 1.47276,-7.91447 -0.129718,-0.775223 0.885727, ,
0.537542 0.251825,0.567219 1.25138,1.56678 1.22171, ,1.88917 9.63549,5.65488 8.28662,1.0743 1.42964, ,-0.82742 -1.03468,3.06797 -1.9435,1.80189 1.43245, ,-6.04239 2.1552,1.7589 8.41139,0.98635 1.38265, ,0.794323 1.32726,8.6044 1.37987,2.96745 1.85406, ,-1.59047 -1.9877,-5.10708 -2.78358,0.772913 1.39083, ,1.38238 1.47263,-7.91466 -0.128962,-0.775315 0.885805, ,
0.537502 0.251801,0.567217 1.25136,1.56678 1.22164, ,1.88929 9.63539,5.65495 8.28639,1.07412 1.42957, ,-0.827638 -1.03477,3.06771 -1.94374,1.80177 1.43226, ,-6.04235 2.15518,1.75897 8.41132,0.986382 1.38259, ,0.794401 1.32722,8.60448 1.37914,2.96758 1.85383, ,-1.59052 -1.9877,-5.10715 -2.78355,0.772891 1.3908, ,1.38234 1.47251,-7.91485 -0.128207,-0.775406 0.885884, ,
0.537462 0.251777,0.567215 1.25133,1.56677 1.22158, ,1.88941 9.6353,5.65502 8.28616,1.07394 1.4295, ,-0.827855 -1.03486,3.06746 -1.94398,1.80165 1.43207, ,-6.04231 2.15516,1.75905 8.41125,0.986415 1.38252, ,0.794479 1.32718,8.60456 1.3784,2.9677 1.85359, ,-1.59058 -1.9877,-5.10721 -2.78351,0.77287 1.39077, ,1.38231 1.47238,-7.91503 -0.127452,-0.775497 0.885962, ,
0.537423 0.251754,0.567213 1.25131,1.56677 1.22152, ,1.88953 9.6352,5.65509 8.28593,1.07377 1.42944, ,-0.828073 -1.03495,3.06721 -1.94422,1.80152 1.43187, ,-6.04228 2.15514,1.75913 8.41118,0.986447 1.38246, ,0.794557 1.32714,8.60464 1.37767,2.96782 1.85336, ,-1.59064 -1.98771,-5.10728 -2.78348,0.772848 1.39074, ,1.38227 1.47225,-7.91522 -0.126696,-0.775588 0.88604, ,
0.537383 0.25173,0.567211 1.25129,1.56677 1.22146, ,1.88965 9.6351,5.65516 8.28569,1.07359 1.42937, ,-0.828291 -1.03504,3.06696 -1.94447,1.8014 1.43168, ,-6.04224 2.15512,1.75921 8.41111,0.986478 1.38239, ,0.794634 1.3271,8.60473 1.37694,2.96795 1.85313, ,-1.59069 -1.98771,-5.10734 -2.78345,0.772826 1.39072, ,1.38224 1.47213,-7.91541 -0.125941,-0.775679 0.886119, ,
0.537343 0.251706,0.567209 1.25126,1.56676 1.22139, ,1.88977 9.63501,5.65524 8.28546,1.07341 1.4293, ,-0.828508 -1.03513,3.0667 -1.94471,1.80128 1.43149, ,-6.0422 2.1551,1.75928 8.41104,0.98651 1.38233, ,0.794712 1.32706,8.60481 1.37621,2.96807 1.8529, ,-1.59075 -1.98771,-5.10741 -2.78341,0.772805 1.39069, ,1.3822 1.472,-7.9156 -0.125186,-0.77577 0.886197, ,
0.537303 0.251683,0.567207 1.25124,1.56676 1.22133, ,1.88989 9.63491,5.65531 8.28523,1.07323 1.42924, ,-0.828726 -1.03522,3.06645 -1.94495,1.80116 1.4313, ,-6.04217 2.15508,1.75936 8.41097,0.986542 1.38226, ,0.79479 1.32702,8.60489 1.37548,2.9682 1.85267, ,-1.59081 -1.98772,-5.10747 -2.78338,0.772783 1.39066, ,1.38216 1.47187,-7.91578 -0.12443,-0.775862 0.886276, ,
0.537263 0.251659,0.567205 1.25121,1.56676 1.22127, ,1.89001 9.63482,5.65538 8.285,1.07306 1.42917, ,-0.828944 -1.03531,3.0662 -1.94519,1.80104 1.43111, ,-6.04213 2.15506,1.75944 8.4109,0.986574 1.38219, ,0.794868 1.32698,8.60497 1.37475,2.96832 1.85243, ,-1.59087 -1.98772,-5.10754 -2.78334,0.772761 1.39063, ,1.38213 1.47175,-7.91597 -0.123675,-0.775953 0.886354, ,
0.537223 0.251635,0.567203 1.25119,1.56675 1.22121, ,1.89013 9.63472,5.65545 8.28476,1.07288 1.42911, ,-0.829162 -1.0354,3.06594 -1.94543,1.80091 1.43092, ,-6.04209 2.15504,1.75952 8.41083,0.986605 1.38213, ,0.794945 1.32694,8.60505 1.37402,2.96845 1.8522, ,-1.59092 -1.98772,-5.1076 -2.78331,0.77274 1.3906, ,1.38209 1.47162,-7.91616 -0.12292,-0.776044 0.886432, ,
