0.000336011 0.000788162,0.000131555 1.00079,1.00013 1.00099, ,0.0289609 10.0236,4.02876 9.98318,1.94809 2.00378, ,0.00627869 -0.0105083,4.00626 0.00323208,1.99596 2.99634, ,0.027486 -0.0104129,-0.036038 9.98939,4.99562 5.02125, ,1.00157 0.999534,5.99978 7.00102,2.00097 2.99983, ,-1.00508 -3.00941,-4.02198 -4.98382,0.0289132 0.981941, ,1.03303 2.97623,-4.06035 -4.96464,0.00966942 0.988085, ,
-0.0714202 0.0298417,-0.0991416 1.02946,0.900474 1.05718, ,0.953272 10.7213,4.86455 9.8835,1.23327 2.47986, ,0.22588 -0.180684,4.21948 -0.40681,2.39228 2.70146, ,0.154081 -0.290669,-1.3877 9.58976,4.32341 5.42044, ,0.583122 1.4034,6.72005 6.23436,1.97663 3.15215, ,-0.990123 -2.94835,-4.00903 -4.9197,0.0479071 1.04195, ,0.990651 2.95665,-4.10925 -4.98004,-0.034343 0.969347, ,
-0.0716643 0.0299183,-0.0994869 1.02953,0.900126 1.05735, ,0.954474 10.7226,4.86577 9.88495,1.23474 2.48119, ,0.225484 -0.180484,4.21905 -0.407299,2.39238 2.70128, ,0.153323 -0.291758,-1.39075 9.58831,4.32132 5.42031, ,0.58443 1.40205,6.72052 6.23407,1.97763 3.15104, ,-0.990135 -2.94803,-4.00903 -4.91939,0.0478822 1.04227, ,0.99046 2.95654,-4.10951 -4.9801,-0.0345524 0.969247, ,
-0.0719079 0.0299943,-0.0998315 1.0296,0.899779 1.05753, ,0.955673 10.724,4.867 9.88639,1.23621 2.48252, ,0.22512 -0.180326,4.21865 -0.407762,2.39246 2.7011, ,0.15262 -0.29284,-1.39386 9.58686,4.31923 5.42025, ,0.585753 1.40068,6.72097 6.23381,1.97864 3.14993, ,-0.99015 -2.94771,-4.00904 -4.91908,0.0478627 1.04259, ,0.990276 2.95643,-4.10979 -4.98015,-0.0347591 0.969145, ,
-0.0721509 0.0300696,-0.100175 1.02968,0.899432 1.0577, ,0.956868 10.7253,4.86822 9.88783,1.23767 2.48384, ,0.224787 -0.180207,4.21828 -0.408198,2.39253 2.70092, ,0.151969 -0.293917,-1.39702 9.58539,4.31713 5.42023, ,0.587092 1.3993,6.72141 6.23357,1.97965 3.1488, ,-0.990168 -2.9474,-4.00906 -4.91876,0.0478485 1.0429, ,0.990097 2.95631,-4.11007 -4.98021,-0.0349633 0.969041, ,
-0.0723932 0.0301443,-0.100519 1.02975,0.899086 1.05787, ,0.958058 10.7266,4.86944 9.88927,1.23914 2.48516, ,0.224485 -0.180127,4.21795 -0.408608,2.39258 2.70073, ,0.151368 -0.294988,-1.40023 9.58391,4.31502 5.42026, ,0.588446 1.3979,6.72183 6.23335,1.98067 3.14767, ,-0.990188 -2.94709,-4.00909 -4.91844,0.0478394 1.04321, ,0.989924 2.95619,-4.11035 -4.98025,-0.0351649 0.968936, ,
-0.0726347 0.0302183,-0.100861 1.02982,0.89874 1.05805, ,0.959245 10.7279,4.87066 9.89071,1.2406 2.48648, ,0.224212 -0.180083,4.21766 -0.40899,2.39261 2.70055, ,0.150814 -0.296053,-1.40349 9.58241,4.3129 5.42033, ,0.589816 1.39648,6.72223 6.23316,1.98169 3.14653, ,-0.990211 -2.94678,-4.00912 -4.91812,0.0478353 1.04352, ,0.989757 2.95607,-4.11065 -4.98029,-0.0353639 0.968829, ,
-0.0728755 0.0302916,-0.101203 1.02989,0.898396 1.05822, ,0.960428 10.7292,4.87187 9.89215,1.24207 2.48779, ,0.223968 -0.180076,4.21739 -0.409346,2.39263 2.70036, ,0.150305 -0.297114,-1.40679 9.58091,4.31077 5.42045, ,0.591203 1.39504,6.72262 6.233,1.98271 3.14539, ,-0.990237 -2.94647,-4.00916 -4.91779,0.0478361 1.04382, ,0.989595 2.95594,-4.11095 -4.98033,-0.0355605 0.968721, ,
-0.0731154 0.0303642,-0.101544 1.02996,0.898052 1.05839, ,0.961607 10.7305,4.87308 9.89359,1.24353 2.4891, ,0.22375 -0.180103,4.21716 -0.409677,2.39263 2.70017, ,0.149838 -0.298171,-1.41014 9.5794,4.30864 5.42061, ,0.592605 1.39359,6.72298 6.23286,1.98374 3.14423, ,-0.990265 -2.94616,-4.0092 -4.91746,0.0478416 1.04412, ,0.989438 2.95582,-4.11125 -4.98036,-0.0357548 0.968611, ,
-0.0733544 0.0304361,-0.101883 1.03003,0.89771 1.05856, ,0.962782 10.7318,4.87428 9.89502,1.24499 2.49041, ,0.223557 -0.180163,4.21695 -0.409982,2.39262 2.69997, ,0.14941 -0.299222,-1.41352 9.57788,4.3065 5.4208, ,0.594023 1.39213,6.72333 6.23274,1.98477 3.14307, ,-0.990295 -2.94586,-4.00925 -4.91712,0.0478517 1.04441, ,0.989287 2.95568,-4.11157 -4.98039,-0.0359467 0.9685, ,
-0.0735925 0.0305072,-0.102222 1.0301,0.897368 1.05873, ,0.963954 10.7331,4.87548 9.89645,1.24645 2.49172, ,0.223387 -0.180255,4.21677 -0.410262,2.39258 2.69978, ,0.149019 -0.30027,-1.41694 9.57636,4.30435 5.42102, ,0.595458 1.39064,6.72367 6.23265,1.98581 3.1419, ,-0.990327 -2.94556,-4.00931 -4.91678,0.0478661 1.0447, ,0.98914 2.95555,-4.11188 -4.98042,-0.0361363 0.968387, ,
-0.0738296 0.0305776,-0.10256 1.03016,0.897027 1.0589, ,0.965121 10.7344,4.87668 9.89789,1.24791 2.49302, ,0.223239 -0.180376,4.21661 -0.410517,2.39253 2.69958, ,0.148661 -0.301313,-1.42039 9.57482,4.30221 5.42128, ,0.596908 1.38914,6.72398 6.23259,1.98685 3.14073, ,-0.990362 -2.94525,-4.00937 -4.91644,0.0478848 1.04499, ,0.988998 2.95541,-4.11221 -4.98044,-0.0363237 0.968273, ,
-0.0740656 0.0306472,-0.102897 1.03023,0.896687 1.05906, ,0.966285 10.7357,4.87787 9.89932,1.24936 2.49432, ,0.223112 -0.180527,4.21648 -0.41075,2.39246 2.69939, ,0.148334 -0.302352,-1.42386 9.57328,4.30005 5.42156, ,0.598375 1.38762,6.72428 6.23255,1.98789 3.13955, ,-0.990398 -2.94495,-4.00944 -4.9161,0.0479075 1.04528, ,0.988861 2.95527,-4.11254 -4.98045,-0.0365089 0.968158, ,
-0.0743005 0.0307161,-0.103233 1.0303,0.896348 1.05923, ,0.967444 10.737,4.87906 9.90075,1.25082 2.49562, ,0.223005 -0.180705,4.21637 -0.41096,2.39238 2.69919, ,0.148036 -0.303388,-1.42736 9.57174,4.2979 5.42188, ,0.599858 1.38609,6.72456 6.23254,1.98894 3.13836, ,-0.990437 -2.94465,-4.00951 -4.91575,0.047934 1.04556, ,0.988729 2.95513,-4.11287 -4.98047,-0.036692 0.968041, ,
-0.0745343 0.0307842,-0.103568 1.03036,0.896011 1.0594, ,0.9686 10.7382,4.88025 9.90217,1.25227 2.49692, ,0.222916 -0.180909,4.21628 -0.411147,2.39228 2.699, ,0.147765 -0.304419,-1.43089 9.57019,4.29574 5.42221, ,0.601358 1.38453,6.72482 6.23255,1.98999 3.13716, ,-0.990477 -2.94435,-4.00958 -4.91539,0.0479643 1.04584, ,0.988601 2.95498,-4.11321 -4.98048,-0.0368731 0.967924, ,
-0.074767 0.0308515,-0.103902 1.03043,0.895674 1.05956, ,0.969752 10.7395,4.88143 9.9036,1.25372 2.49821, ,0.222844 -0.181137,4.21622 -0.411314,2.39216 2.6988, ,0.147519 -0.305446,-1.43443 9.56863,4.29358 5.42257, ,0.602874 1.38296,6.72506 6.23259,1.99105 3.13595, ,-0.99052 -2.94406,-4.00966 -4.91504,0.047998 1.04612, ,0.988477 2.95483,-4.11356 -4.98048,-0.0370521 0.967804, ,
-0.0749985 0.030918,-0.104234 1.03049,0.895338 1.05973, ,0.970901 10.7408,4.88261 9.90502,1.25517 2.4995, ,0.222788 -0.181388,4.21617 -0.411461,2.39203 2.69861, ,0.147296 -0.306469,-1.438 9.56707,4.29142 5.42295, ,0.604406 1.38138,6.72528 6.23265,1.99211 3.13474, ,-0.990564 -2.94376,-4.00975 -4.91468,0.0480352 1.04639, ,0.988358 2.95469,-4.11391 -4.98048,-0.0372291 0.967684, ,
-0.0752288 0.0309837,-0.104566 1.03055,0.895004 1.05989, ,0.972045 10.7421,4.88378 9.90645,1.25662 2.50079, ,0.222747 -0.181661,4.21613 -0.411589,2.39189 2.69841, ,0.147093 -0.307489,-1.44158 9.56551,4.28926 5.42335, ,0.605955 1.37978,6.72549 6.23274,1.99317 3.13352, ,-0.99061 -2.94346,-4.00984 -4.91432,0.0480756 1.04667, ,0.988242 2.95453,-4.11426 -4.98048,-0.0374042 0.967563, ,
-0.0754578 0.0310486,-0.104896 1.03062,0.894671 1.06005, ,0.973186 10.7434,4.88496 9.90787,1.25807 2.50208, ,0.222719 -0.181954,4.21612 -0.411699,2.39173 2.69822, ,0.14691 -0.308504,-1.44518 9.56395,4.28709 5.42376, ,0.607521 1.37816,6.72568 6.23286,1.99424 3.1323, ,-0.990658 -2.94317,-4.00993 -4.91396,0.0481191 1.04694, ,0.988131 2.95438,-4.11462 -4.98048,-0.0375774 0.96744, ,
-0.0756856 0.0311127,-0.105225 1.03068,0.894339 1.06022, ,0.974323 10.7446,4.88612 9.90929,1.25951 2.50336, ,0.222705 -0.182266,4.21611 -0.411791,2.39155 2.69803, ,0.146745 -0.309516,-1.44879 9.56238,4.28493 5.4242, ,0.609103 1.37652,6.72585 6.233,1.99531 3.13106, ,-0.990707 -2.94288,-4.01003 -4.91359,0.0481656 1.0472, ,0.988023 2.95422,-4.11498 -4.98047,-0.0377487 0.967317, ,
-0.0759121 0.0311759,-0.105553 1.03074,0.894008 1.06038, ,0.975456 10.7459,4.88729 9.91071,1.26096 2.50465, ,0.222703 -0.182595,4.21613 -0.411866,2.39137 2.69784, ,0.146596 -0.310524,-1.45241 9.56081,4.28276 5.42464, ,0.610702 1.37487,6.726 6.23317,1.99639 3.12982, ,-0.990758 -2.94259,-4.01013 -4.91322,0.048215 1.04747, ,0.987919 2.95406,-4.11535 -4.98046,-0.0379182 0.967192, ,
-0.0761374 0.0312384,-0.10588 1.0308,0.893678 1.06054, ,0.976586 10.7472,4.88845 9.91212,1.2624 2.50592, ,0.222711 -0.182941,4.21615 -0.411926,2.39117 2.69765, ,0.146462 -0.311529,-1.45604 9.55924,4.2806 5.4251, ,0.612318 1.37319,6.72614 6.23336,1.99747 3.12857, ,-0.99081 -2.94229,-4.01023 -4.91285,0.0482671 1.04773, ,0.987819 2.9539,-4.11572 -4.98045,-0.0380859 0.967067, ,
-0.0763613 0.0312999,-0.106205 1.03085,0.893349 1.0607, ,0.977712 10.7484,4.88961 9.91354,1.26384 2.5072, ,0.22273 -0.183302,4.21619 -0.411971,2.39096 2.69746, ,0.146341 -0.312529,-1.45968 9.55766,4.27843 5.42558, ,0.61395 1.37151,6.72625 6.23358,1.99855 3.12732, ,-0.990864 -2.942,-4.01034 -4.91248,0.0483219 1.04799, ,0.987722 2.95374,-4.11609 -4.98043,-0.0382518 0.96694, ,
-0.0765839 0.0313607,-0.10653 1.03091,0.893022 1.06086, ,0.978834 10.7497,4.89076 9.91495,1.26528 2.50848, ,0.222759 -0.183678,4.21624 -0.412002,2.39074 2.69727, ,0.146233 -0.313526,-1.46332 9.55609,4.27626 5.42606, ,0.6156 1.3698,6.72635 6.23383,1.99964 3.12606, ,-0.99092 -2.94172,-4.01045 -4.91211,0.0483792 1.04825, ,0.987629 2.95358,-4.11647 -4.98042,-0.038416 0.966812, ,
-0.0768052 0.0314206,-0.106853 1.03097,0.892695 1.06102, ,0.979952 10.751,4.89191 9.91636,1.26672 2.50975, ,0.222796 -0.184066,4.2163 -0.412019,2.39051 2.69708, ,0.146136 -0.314519,-1.46697 9.55452,4.2741 5.42655, ,0.617266 1.36808,6.72642 6.2341,2.00074 3.12478, ,-0.990977 -2.94143,-4.01056 -4.91173,0.048439 1.04851, ,0.987539 2.95341,-4.11685 -4.98039,-0.0385785 0.966684, ,
-0.0770252 0.0314796,-0.107175 1.03103,0.89237 1.06117, ,0.981067 10.7522,4.89306 9.91777,1.26815 2.51102, ,0.222842 -0.184466,4.21636 -0.412024,2.39027 2.6969, ,0.14605 -0.315508,-1.47063 9.55294,4.27193 5.42706, ,0.61895 1.36634,6.72648 6.2344,2.00183 3.12351, ,-0.991035 -2.94114,-4.01068 -4.91136,0.0485011 1.04877, ,0.987453 2.95324,-4.11723 -4.98037,-0.0387394 0.966554, ,
-0.0772437 0.0315378,-0.107496 1.03108,0.892047 1.06133, ,0.982179 10.7535,4.8942 9.91918,1.26958 2.51228, ,0.222894 -0.184877,4.21644 -0.412018,2.39002 2.69671, ,0.145972 -0.316494,-1.47429 9.55137,4.26977 5.42757, ,0.620651 1.36458,6.72652 6.23473,2.00293 3.12222, ,-0.991095 -2.94086,-4.0108 -4.91098,0.0485656 1.04902, ,0.98737 2.95307,-4.11762 -4.98035,-0.0388985 0.966424, ,
-0.077461 0.0315951,-0.107815 1.03113,0.891724 1.06149, ,0.983287 10.7547,4.89534 9.92059,1.27102 2.51355, ,0.222954 -0.185299,4.21652 -0.412,2.38977 2.69653, ,0.145903 -0.317476,-1.47796 9.5498,4.26761 5.42809, ,0.622369 1.36281,6.72655 6.23508,2.00404 3.12093, ,-0.991156 -2.94057,-4.01093 -4.91059,0.0486323 1.04927, ,0.98729 2.9529,-4.11801 -4.98032,-0.0390561 0.966292, ,
-0.0776768 0.0316516,-0.108133 1.03119,0.891403 1.06164, ,0.984391 10.756,4.89648 9.922,1.27244 2.51481, ,0.22302 -0.185729,4.21662 -0.411972,2.3895 2.69635, ,0.145841 -0.318454,-1.48162 9.54823,4.26545 5.42862, ,0.624104 1.36102,6.72655 6.23546,2.00515 3.11963, ,-0.991218 -2.94029,-4.01105 -4.91021,0.0487011 1.04952, ,0.987213 2.95273,-4.1184 -4.98029,-0.039212 0.96616, ,
-0.0778913 0.0317072,-0.10845 1.03124,0.891083 1.0618, ,0.985492 10.7572,4.89762 9.9234,1.27387 2.51607, ,0.223091 -0.186167,4.21671 -0.411934,2.38923 2.69617, ,0.145785 -0.319428,-1.48529 9.54665,4.26329 5.42915, ,0.625857 1.35921,6.72653 6.23586,2.00626 3.11832, ,-0.991281 -2.94001,-4.01118 -4.90983,0.048772 1.04977, ,0.987139 2.95255,-4.11879 -4.98025,-0.0393663 0.966027, ,
-0.0781044 0.0317619,-0.108766 1.03129,0.890764 1.06195, ,0.986589 10.7585,4.89875 9.9248,1.2753 2.51733, ,0.223168 -0.186613,4.21682 -0.411887,2.38895 2.69599, ,0.145736 -0.320399,-1.48896 9.54509,4.26113 5.42969, ,0.627627 1.35738,6.7265 6.23629,2.00738 3.11701, ,-0.991346 -2.93972,-4.01132 -4.90944,0.0488449 1.05001, ,0.987069 2.95238,-4.11919 -4.98022,-0.0395191 0.965893, ,
-0.0783161 0.0318157,-0.10908 1.03134,0.890447 1.06211, ,0.987683 10.7597,4.89987 9.9262,1.27672 2.51859, ,0.223249 -0.187066,4.21693 -0.411832,2.38866 2.69581, ,0.145691 -0.321366,-1.49262 9.54352,4.25898 5.43023, ,0.629415 1.35554,6.72644 6.23675,2.00851 3.11568, ,-0.991412 -2.93944,-4.01145 -4.90905,0.0489199 1.05026, ,0.987001 2.9522,-4.1196 -4.98018,-0.0396703 0.965758, ,
-0.0785265 0.0318687,-0.109393 1.03139,0.89013 1.06226, ,0.988773 10.761,4.901 9.9276,1.27814 2.51984, ,0.223334 -0.187524,4.21704 -0.411768,2.38837 2.69564, ,0.14565 -0.322329,-1.49629 9.54195,4.25682 5.43078, ,0.631221 1.35368,6.72637 6.23724,2.00964 3.11435, ,-0.991479 -2.93916,-4.01159 -4.90866,0.0489967 1.0505, ,0.986937 2.95202,-4.12 -4.98014,-0.03982 0.965622, ,
-0.0787354 0.0319208,-0.109705 1.03144,0.889815 1.06241, ,0.98986 10.7622,4.90212 9.929,1.27956 2.52109, ,0.223423 -0.187988,4.21716 -0.411698,2.38808 2.69546, ,0.145613 -0.323288,-1.49995 9.54039,4.25467 5.43133, ,0.633045 1.3518,6.72628 6.23775,2.01077 3.11301, ,-0.991548 -2.93888,-4.01173 -4.90827,0.0490754 1.05074, ,0.986875 2.95184,-4.12041 -4.9801,-0.0399681 0.965486, ,
-0.078943 0.0319719,-0.110016 1.03149,0.889501 1.06256, ,0.990943 10.7634,4.90323 9.9304,1.28098 2.52234, ,0.223515 -0.188455,4.21728 -0.411621,2.38777 2.69529, ,0.145579 -0.324243,-1.50361 9.53883,4.25252 5.43189, ,0.634887 1.3499,6.72616 6.23829,2.01191 3.11167, ,-0.991617 -2.9386,-4.01187 -4.90788,0.0491559 1.05098, ,0.986816 2.95165,-4.12082 -4.98006,-0.0401148 0.965348, ,
-0.0791492 0.0320222,-0.110325 1.03154,0.889189 1.06271, ,0.992023 10.7647,4.90435 9.93179,1.2824 2.52359, ,0.22361 -0.188927,4.21741 -0.411537,2.38747 2.69512, ,0.145547 -0.325195,-1.50727 9.53727,4.25037 5.43245, ,0.636747 1.34799,6.72603 6.23886,2.01305 3.11031, ,-0.991688 -2.93833,-4.01202 -4.90749,0.0492382 1.05122, ,0.98676 2.95147,-4.12123 -4.98001,-0.0402599 0.96521, ,
-0.079354 0.0320716,-0.110633 1.03158,0.888878 1.06286, ,0.993099 10.7659,4.90546 9.93318,1.28381 2.52483, ,0.223708 -0.189402,4.21754 -0.411448,2.38716 2.69495, ,0.145517 -0.326142,-1.51092 9.53571,4.24822 5.43301, ,0.638625 1.34605,6.72588 6.23945,2.0142 3.10895, ,-0.99176 -2.93805,-4.01217 -4.90709,0.0493222 1.05145, ,0.986707 2.95128,-4.12164 -4.97997,-0.0404035 0.965071, ,
-0.0795575 0.0321201,-0.11094 1.03163,0.888568 1.06301, ,0.994173 10.7671,4.90657 9.93457,1.28522 2.52607, ,0.223807 -0.189879,4.21767 -0.411353,2.38684 2.69478, ,0.145489 -0.327086,-1.51457 9.53416,4.24608 5.43357, ,0.640522 1.3441,6.72571 6.24007,2.01535 3.10758, ,-0.991833 -2.93778,-4.01232 -4.9067,0.049408 1.05169, ,0.986657 2.9511,-4.12206 -4.97992,-0.0405457 0.964932, ,
-0.0797595 0.0321677,-0.111245 1.03167,0.888259 1.06316, ,0.995242 10.7684,4.90767 9.93596,1.28663 2.52731, ,0.223908 -0.190359,4.2178 -0.411253,2.38653 2.69462, ,0.145461 -0.328026,-1.51822 9.53261,4.24394 5.43413, ,0.642437 1.34213,6.72552 6.24072,2.0165 3.1062, ,-0.991907 -2.9375,-4.01247 -4.9063,0.0494954 1.05192, ,0.986609 2.95091,-4.12248 -4.97987,-0.0406863 0.964791, ,
-0.0799602 0.0322144,-0.11155 1.03172,0.887951 1.0633, ,0.996309 10.7696,4.90877 9.93735,1.28804 2.52855, ,0.224011 -0.19084,4.21794 -0.41115,2.38621 2.69445, ,0.145433 -0.328962,-1.52186 9.53107,4.2418 5.4347, ,0.644372 1.34015,6.72531 6.2414,2.01766 3.10482, ,-0.991982 -2.93723,-4.01263 -4.9059,0.0495844 1.05215, ,0.986564 2.95072,-4.1229 -4.97982,-0.0408255 0.96465, ,
-0.0801595 0.0322602,-0.111853 1.03176,0.887645 1.06345, ,0.997372 10.7708,4.90987 9.93874,1.28945 2.52979, ,0.224115 -0.191322,4.21808 -0.411042,2.38589 2.69429, ,0.145405 -0.329894,-1.52549 9.52952,4.23966 5.43526, ,0.646325 1.33814,6.72507 6.2421,2.01883 3.10343, ,-0.992058 -2.93695,-4.01279 -4.9055,0.0496751 1.05238, ,0.986522 2.95053,-4.12332 -4.97976,-0.0409633 0.964508, ,
-0.0803574 0.0323051,-0.112154 1.0318,0.88734 1.0636, ,0.998432 10.772,4.91096 9.94012,1.29085 2.53102, ,0.22422 -0.191804,4.21821 -0.41093,2.38556 2.69413, ,0.145377 -0.330822,-1.52912 9.52798,4.23753 5.43583, ,0.648297 1.33612,6.72482 6.24283,2.02 3.10202, ,-0.992135 -2.93668,-4.01295 -4.9051,0.0497674 1.05261, ,0.986483 2.95033,-4.12375 -4.9797,-0.0410996 0.964365, ,
-0.080554 0.0323491,-0.112455 1.03184,0.887036 1.06374, ,0.999488 10.7733,4.91205 9.9415,1.29226 2.53225, ,0.224325 -0.192286,4.21835 -0.410816,2.38523 2.69397, ,0.145348 -0.331746,-1.53275 9.52645,4.2354 5.4364, ,0.650289 1.33407,6.72455 6.2436,2.02118 3.10061, ,-0.992213 -2.93641,-4.01311 -4.9047,0.0498612 1.05283, ,0.986446 2.95014,-4.12418 -4.97965,-0.0412344 0.964221, ,
-0.0807492 0.0323921,-0.112754 1.03188,0.886734 1.06388, ,1.00054 10.7745,4.91314 9.94289,1.29366 2.53348, ,0.22443 -0.192768,4.21849 -0.410698,2.38491 2.69381, ,0.145317 -0.332667,-1.53636 9.52492,4.23327 5.43696, ,0.6523 1.33201,6.72425 6.24439,2.02236 3.09919, ,-0.992293 -2.93614,-4.01328 -4.9043,0.0499565 1.05306, ,0.986412 2.94994,-4.12461 -4.97959,-0.0413678 0.964077, ,
-0.0809431 0.0324343,-0.113052 1.03192,0.886432 1.06403, ,1.00159 10.7757,4.91423 9.94426,1.29506 2.5347, ,0.224536 -0.193249,4.21863 -0.410578,2.38458 2.69366, ,0.145284 -0.333583,-1.53997 9.52339,4.23114 5.43753, ,0.654331 1.32993,6.72394 6.2452,2.02355 3.09777, ,-0.992373 -2.93587,-4.01345 -4.9039,0.0500534 1.05328, ,0.98638 2.94975,-4.12504 -4.97953,-0.0414998 0.963932, ,
-0.0811356 0.0324755,-0.113349 1.03196,0.886132 1.06417, ,1.00264 10.7769,4.91531 9.94564,1.29645 2.53593, ,0.224641 -0.193729,4.21877 -0.410456,2.38425 2.6935, ,0.145249 -0.334495,-1.54357 9.52187,4.22902 5.4381, ,0.656382 1.32783,6.7236 6.24605,2.02474 3.09633, ,-0.992454 -2.9356,-4.01362 -4.90349,0.0501517 1.0535, ,0.986351 2.94955,-4.12548 -4.97946,-0.0416303 0.963786, ,
-0.0813268 0.0325158,-0.113644 1.03199,0.885834 1.06431, ,1.00368 10.7781,4.91639 9.94702,1.29785 2.53715, ,0.224746 -0.194208,4.2189 -0.410332,2.38392 2.69335, ,0.145212 -0.335403,-1.54717 9.52035,4.2269 5.43866, ,0.658454 1.32571,6.72324 6.24693,2.02594 3.09489, ,-0.992537 -2.93533,-4.01379 -4.90309,0.0502516 1.05372, ,0.986325 2.94935,-4.12591 -4.9794,-0.0417594 0.963639, ,
-0.0815166 0.0325552,-0.113938 1.03203,0.885536 1.06445, ,1.00472 10.7793,4.91746 9.94839,1.29924 2.53837, ,0.22485 -0.194684,4.21904 -0.410206,2.38359 2.6932, ,0.145172 -0.336307,-1.55076 9.51884,4.22478 5.43923, ,0.660545 1.32357,6.72286 6.24783,2.02714 3.09344, ,-0.99262 -2.93507,-4.01396 -4.90268,0.0503528 1.05394, ,0.986302 2.94915,-4.12635 -4.97933,-0.0418871 0.963492, ,
-0.0817052 0.0325936,-0.114231 1.03206,0.88524 1.06459, ,1.00576 10.7805,4.91854 9.94977,1.30063 2.53959, ,0.224954 -0.195158,4.21918 -0.410079,2.38326 2.69305, ,0.145129 -0.337207,-1.55433 9.51733,4.22266 5.43979, ,0.662658 1.32141,6.72246 6.24877,2.02835 3.09197, ,-0.992704 -2.9348,-4.01414 -4.90227,0.0504556 1.05416, ,0.986281 2.94894,-4.12679 -4.97926,-0.0420134 0.963344, ,
-0.0818924 0.0326312,-0.114523 1.0321,0.884944 1.06473, ,1.00679 10.7817,4.91961 9.95114,1.30202 2.5408, ,0.225056 -0.195629,4.21931 -0.409952,2.38292 2.6929, ,0.145082 -0.338103,-1.55791 9.51582,4.22055 5.44035, ,0.664791 1.31923,6.72203 6.24973,2.02956 3.0905, ,-0.99279 -2.93454,-4.01432 -4.90186,0.0505597 1.05438, ,0.986262 2.94874,-4.12724 -4.97919,-0.0421382 0.963195, ,
-0.0820783 0.0326678,-0.114814 1.03213,0.88465 1.06487, ,1.00782 10.7829,4.92067 9.95251,1.30341 2.54202, ,0.225157 -0.196097,4.21944 -0.409823,2.38259 2.69275, ,0.145032 -0.338995,-1.56147 9.51432,4.21844 5.44091, ,0.666946 1.31703,6.72158 6.25073,2.03078 3.08902, ,-0.992876 -2.93427,-4.0145 -4.90145,0.0506653 1.05459, ,0.986246 2.94854,-4.12768 -4.97912,-0.0422616 0.963045, ,
-0.0822629 0.0327034,-0.115103 1.03216,0.884358 1.065, ,1.00885 10.7841,4.92174 9.95388,1.3048 2.54323, ,0.225257 -0.196562,4.21957 -0.409694,2.38226 2.69261, ,0.144977 -0.339882,-1.56502 9.51283,4.21633 5.44147, ,0.669122 1.31481,6.72111 6.25175,2.03201 3.08753, ,-0.992964 -2.93401,-4.01468 -4.90104,0.0507722 1.0548, ,0.986233 2.94833,-4.12813 -4.97905,-0.0423836 0.962895, ,
-0.0824462 0.0327382,-0.115391 1.0322,0.884066 1.06514, ,1.00987 10.7853,4.9228 9.95525,1.30618 2.54444, ,0.225354 -0.197023,4.2197 -0.409565,2.38194 2.69247, ,0.144919 -0.340766,-1.56857 9.51134,4.21423 5.44203, ,0.67132 1.31257,6.72062 6.25281,2.03324 3.08604, ,-0.993052 -2.93375,-4.01487 -4.90063,0.0508806 1.05501, ,0.986222 2.94812,-4.12858 -4.97897,-0.0425042 0.962744, ,
-0.0826283 0.032772,-0.115678 1.03223,0.883776 1.06528, ,1.01089 10.7865,4.92385 9.95661,1.30756 2.54564, ,0.225451 -0.197481,4.21983 -0.409437,2.38161 2.69233, ,0.144855 -0.341645,-1.5721 9.50986,4.21213 5.44258, ,0.67354 1.31031,6.72011 6.2539,2.03448 3.08453, ,-0.993141 -2.93348,-4.01505 -4.90022,0.0509903 1.05522, ,0.986214 2.94791,-4.12903 -4.9789,-0.0426233 0.962592, ,
-0.0828091 0.0328048,-0.115963 1.03226,0.883487 1.06541, ,1.01191 10.7877,4.92491 9.95797,1.30895 2.54685, ,0.225544 -0.197932,4.21996 -0.40931,2.38128 2.69219, ,0.144787 -0.34252,-1.57563 9.50838,4.21003 5.44314, ,0.675782 1.30803,6.71957 6.25502,2.03572 3.08301, ,-0.993231 -2.93322,-4.01524 -4.8998,0.0511014 1.05543, ,0.986208 2.9477,-4.12948 -4.97882,-0.0427411 0.962439, ,
-0.0829886 0.0328368,-0.116248 1.03228,0.883199 1.06554, ,1.01292 10.7889,4.92596 9.95934,1.31033 2.54805, ,0.225633 -0.198375,4.22007 -0.409188,2.38096 2.69205, ,0.144713 -0.34339,-1.57915 9.5069,4.20793 5.44369, ,0.678045 1.30573,6.719 6.25616,2.03697 3.08149, ,-0.993323 -2.93296,-4.01544 -4.89939,0.0512138 1.05564, ,0.986205 2.94749,-4.12994 -4.97874,-0.0428574 0.962286, ,
-0.0831668 0.0328677,-0.116531 1.03231,0.882912 1.06568, ,1.01393 10.7901,4.92701 9.9607,1.3117 2.54925, ,0.225717 -0.198805,4.22019 -0.409074,2.38065 2.69191, ,0.144633 -0.344256,-1.58265 9.50544,4.20584 5.44423, ,0.680326 1.30341,6.71842 6.25734,2.03823 3.07995, ,-0.993415 -2.9327,-4.01563 -4.89898,0.0513276 1.05584, ,0.986205 2.94728,-4.1304 -4.97866,-0.0429723 0.962132, ,
